,Risk_Category,Loan_Amount,Credit_Score,Loan_Purpose,Annual_Income,Employment_Length,Debt-to-Income_Ratio,Number_of_Open_Accounts,Number_of_Past_Due_Payments
391,low-risk,18770.0,684.0,debt consolidation,58533.8,3,0.3,4,1
392,high-risk,15146.0,611.0,medical expenses,57424.04,5,0.45,4,2
393,low-risk,20273.0,741.0,debt consolidation,55318.47,3,0.3,4,0
394,low-risk,20323.0,733.0,car,53077.97,2,0.3,4,0
395,low-risk,22995.0,652.0,business,49281.78,10,0.4,2,1
396,high-risk,17541.0,603.0,home improvement,69956.14,3,0.5,3,2
397,low-risk,26232.0,739.0,debt consolidation,55013.56,3,0.35,5,0
398,low-risk,26619.0,678.0,medical expenses,58673.8,8,0.3,3,1
399,low-risk,20239.0,698.0,medical expenses,59443.26,2,0.3,5,1
400,low-risk,8490.0,649.0,medical expenses,55261.3,5,0.4,3,0
401,low-risk,23710.0,735.0,home improvement,54480.0,8,0.35,4,0
402,low-risk,18379.0,643.0,debt consolidation,52244.41,2,0.35,3,1
403,low-risk,17596.0,651.0,business,47195.48,2,0.35,4,1
404,high-risk,13568.0,538.0,car,64273.35,8,0.5,5,1
405,high-risk,10877.0,576.0,debt consolidation,52613.51,5,0.5,4,1
406,low-risk,21837.0,691.0,debt consolidation,49931.14,10,0.35,4,1
407,low-risk,15322.0,699.0,business,62562.92,8,0.3,3,1
408,high-risk,14211.0,549.0,home improvement,53980.16,3,0.45,3,1
409,low-risk,21029.0,709.0,car,55843.95,10,0.3,3,1
410,low-risk,21869.0,689.0,car,52920.32,5,0.3,3,1
411,low-risk,21925.0,685.0,car,47618.49,5,0.35,2,1
412,low-risk,17639.0,653.0,debt consolidation,55281.09,8,0.35,5,1
413,high-risk,16370.0,553.0,business,54950.43,8,0.5,3,1
414,high-risk,4992.0,547.0,business,53158.17,10,0.45,3,1
415,low-risk,20720.0,687.0,home improvement,60360.7,10,0.3,3,1
416,low-risk,24456.0,670.0,business,58694.96,3,0.3,2,1
417,low-risk,13858.0,673.0,business,62212.79,3,0.4,3,1
418,low-risk,19338.0,719.0,car,50169.55,3,0.4,3,0
419,low-risk,16002.0,726.0,home improvement,58101.93,10,0.4,4,0
420,low-risk,15043.0,690.0,business,65338.51,2,0.4,5,0
421,high-risk,17679.0,597.0,business,58327.33,10,0.5,3,2
422,low-risk,21634.0,674.0,business,58299.92,3,0.3,4,0
423,low-risk,21348.0,728.0,business,55387.1,2,0.3,3,1
424,high-risk,16248.0,677.0,car,58866.34,3,0.5,3,2
425,high-risk,11728.0,558.0,debt consolidation,50720.04,2,0.45,3,2
426,low-risk,18702.0,711.0,home improvement,51949.99,5,0.35,2,0
427,low-risk,26557.0,691.0,debt consolidation,50788.69,10,0.3,4,1
428,low-risk,19260.0,665.0,car,52966.4,5,0.35,3,0
429,low-risk,22205.0,670.0,debt consolidation,54822.41,8,0.4,5,1
430,low-risk,20019.0,734.0,business,62753.12,5,0.4,3,1
431,high-risk,17731.0,547.0,home improvement,60819.04,5,0.45,3,2
432,low-risk,13866.0,688.0,business,49914.11,8,0.35,4,0
433,low-risk,18263.0,666.0,home improvement,50478.0,10,0.3,5,0
434,low-risk,23168.0,664.0,debt consolidation,52186.15,3,0.4,3,0
435,low-risk,22365.0,677.0,business,51941.07,10,0.35,3,1
436,high-risk,10436.0,511.0,car,60755.98,3,0.45,5,1
437,high-risk,20290.0,619.0,business,63181.36,8,0.5,3,2
438,low-risk,24848.0,684.0,medical expenses,48973.08,2,0.3,3,0
439,low-risk,17105.0,732.0,car,56376.68,8,0.4,3,0
440,low-risk,20638.0,695.0,home improvement,53630.59,10,0.3,3,0
441,low-risk,19969.0,741.0,medical expenses,44931.42,2,0.4,4,0
442,low-risk,19478.0,766.0,business,51569.12,8,0.35,4,0
443,low-risk,24016.0,731.0,business,54375.39,10,0.35,2,1
444,low-risk,17885.0,703.0,business,49409.74,2,0.4,3,1
445,low-risk,15951.0,721.0,business,52462.54,10,0.4,4,1
446,low-risk,20060.0,700.0,medical expenses,58618.22,8,0.4,3,1
447,low-risk,18801.0,645.0,car,55629.49,5,0.35,4,0
448,low-risk,30132.0,680.0,medical expenses,59390.35,5,0.3,5,0
449,low-risk,22030.0,671.0,car,49472.36,8,0.3,5,1
450,low-risk,18772.0,680.0,debt consolidation,48356.21,3,0.4,3,1
451,high-risk,12462.0,660.0,debt consolidation,57531.2,10,0.45,3,1
452,low-risk,14359.0,734.0,car,58816.78,8,0.3,3,0
453,low-risk,16924.0,713.0,car,44338.79,5,0.3,5,1
454,low-risk,20345.0,724.0,car,52449.67,10,0.3,4,1
455,low-risk,24282.0,643.0,debt consolidation,61378.96,3,0.35,2,1
456,low-risk,23365.0,722.0,car,55011.98,5,0.35,3,0
457,low-risk,20687.0,728.0,car,49215.43,2,0.35,5,0
458,high-risk,17831.0,586.0,medical expenses,47264.13,3,0.45,3,2
459,low-risk,20806.0,723.0,home improvement,57681.78,10,0.4,4,0
460,low-risk,18444.0,657.0,business,56741.38,5,0.35,4,0
461,low-risk,25155.0,641.0,business,63995.53,10,0.3,5,1
462,low-risk,19432.0,740.0,medical expenses,47939.91,5,0.35,3,0
463,low-risk,19741.0,670.0,car,50536.23,5,0.3,3,1
464,high-risk,13675.0,634.0,home improvement,59585.59,2,0.5,2,1
465,low-risk,19414.0,730.0,medical expenses,51597.68,2,0.35,4,1
466,high-risk,9820.0,529.0,home improvement,45865.88,5,0.5,3,1
467,high-risk,17465.0,620.0,debt consolidation,54923.87,2,0.5,4,1
468,low-risk,17748.0,694.0,home improvement,50647.42,2,0.3,5,1
469,low-risk,22378.0,710.0,medical expenses,59526.99,3,0.35,2,0
470,low-risk,15570.0,693.0,business,52449.72,2,0.3,3,0
471,low-risk,23173.0,703.0,debt consolidation,57367.43,3,0.3,3,0
472,low-risk,18404.0,685.0,home improvement,59111.45,8,0.35,4,1
473,low-risk,18834.0,711.0,business,56186.9,3,0.3,3,0
474,low-risk,16628.0,709.0,home improvement,70003.46,3,0.4,3,1
475,low-risk,21134.0,757.0,home improvement,56296.8,5,0.4,2,1
476,high-risk,13351.0,718.0,car,63566.63,8,0.45,4,2
477,low-risk,22344.0,694.0,business,50351.26,8,0.35,2,1
478,high-risk,11221.0,661.0,debt consolidation,55165.73,10,0.45,2,1
479,low-risk,23407.0,729.0,debt consolidation,60717.07,8,0.4,4,0
480,low-risk,19050.0,667.0,debt consolidation,54580.66,10,0.35,3,0
481,low-risk,24123.0,703.0,home improvement,57039.4,10,0.35,2,1
482,low-risk,22420.0,625.0,business,61404.64,3,0.35,5,0
483,high-risk,18049.0,603.0,debt consolidation,56615.09,3,0.45,5,1
484,high-risk,20266.0,583.0,debt consolidation,47672.78,5,0.5,3,2
485,high-risk,14007.0,666.0,home improvement,55665.03,5,0.45,5,2
486,low-risk,20455.0,705.0,medical expenses,58496.51,2,0.4,2,1
487,low-risk,16929.0,684.0,debt consolidation,56586.3,10,0.4,5,1
488,high-risk,12102.0,576.0,business,52389.77,2,0.45,3,1
489,high-risk,20238.0,548.0,debt consolidation,49606.94,5,0.5,5,2
490,high-risk,16562.0,658.0,home improvement,51557.34,8,0.5,3,1
491,low-risk,26632.0,709.0,medical expenses,58673.71,2,0.4,5,0
492,low-risk,22415.0,709.0,medical expenses,55671.4,5,0.3,2,1
493,high-risk,15823.0,616.0,business,55006.9,3,0.45,5,2
494,low-risk,22647.0,705.0,medical expenses,56933.31,10,0.3,5,0
495,high-risk,11021.0,557.0,debt consolidation,54082.24,2,0.45,5,2
496,high-risk,14188.0,603.0,car,60099.53,5,0.45,2,1
497,low-risk,21132.0,661.0,home improvement,49522.3,2,0.4,3,1
498,high-risk,14632.0,617.0,debt consolidation,58673.79,2,0.45,3,1
499,high-risk,17707.0,518.0,debt consolidation,61232.57,5,0.45,3,1
500,low-risk,24362.0,733.0,home improvement,65469.99,5,0.4,5,1
501,high-risk,12366.0,566.0,home improvement,57501.6,10,0.5,2,2
502,low-risk,17835.0,729.0,debt consolidation,47984.95,2,0.4,4,1
503,high-risk,14528.0,645.0,medical expenses,69587.12,8,0.45,3,1
504,low-risk,22494.0,716.0,business,63644.92,2,0.3,4,1
505,high-risk,16009.0,660.0,debt consolidation,64132.2,3,0.45,2,1
506,low-risk,15727.0,731.0,car,52894.09,5,0.4,5,0
507,low-risk,25735.0,689.0,debt consolidation,56168.75,3,0.3,3,0
508,high-risk,18159.0,662.0,car,55076.96,3,0.45,5,2
509,low-risk,19205.0,694.0,debt consolidation,53447.2,2,0.4,2,1
510,low-risk,17292.0,714.0,debt consolidation,50417.29,2,0.35,2,1
511,high-risk,15053.0,525.0,car,59843.82,2,0.45,3,2
512,high-risk,19137.0,646.0,business,61970.12,2,0.5,3,2
513,low-risk,17447.0,663.0,car,61216.77,10,0.3,2,1
514,low-risk,22592.0,724.0,business,51708.72,3,0.3,2,1
515,low-risk,22307.0,750.0,business,51785.03,8,0.35,2,1
516,low-risk,19437.0,694.0,car,59146.4,10,0.3,3,1
517,low-risk,22522.0,716.0,home improvement,59998.82,3,0.35,3,0
518,low-risk,17524.0,715.0,car,56989.05,5,0.4,2,0
519,high-risk,11454.0,611.0,home improvement,52756.35,2,0.45,4,1
520,high-risk,15527.0,580.0,debt consolidation,61018.36,2,0.5,5,2
521,high-risk,17627.0,570.0,home improvement,61813.43,2,0.45,4,1
522,low-risk,25423.0,690.0,medical expenses,58844.93,3,0.3,3,1
523,low-risk,24924.0,702.0,debt consolidation,52315.72,5,0.35,3,0
524,low-risk,20197.0,775.0,debt consolidation,51464.03,5,0.3,4,1
525,low-risk,24989.0,701.0,home improvement,62054.63,10,0.4,4,1
526,low-risk,19520.0,674.0,home improvement,53379.97,10,0.4,3,0
527,high-risk,16822.0,638.0,medical expenses,53601.63,3,0.45,4,2
528,low-risk,20170.0,738.0,debt consolidation,57320.77,10,0.35,4,1
529,low-risk,19625.0,674.0,home improvement,53077.53,10,0.4,3,1
530,low-risk,19354.0,720.0,car,59823.6,2,0.4,5,1
531,high-risk,17488.0,545.0,business,55590.97,10,0.5,4,1
532,low-risk,20450.0,662.0,business,52483.3,10,0.4,4,0
533,low-risk,22137.0,718.0,home improvement,55721.37,10,0.3,3,0
534,low-risk,23094.0,681.0,medical expenses,51059.66,3,0.4,5,1
535,high-risk,13524.0,700.0,home improvement,52271.58,10,0.5,4,1
536,low-risk,17089.0,715.0,medical expenses,52917.44,8,0.3,4,0
537,high-risk,20491.0,600.0,debt consolidation,60216.64,8,0.45,4,1
538,high-risk,21516.0,666.0,car,58278.26,10,0.45,2,2
539,low-risk,19486.0,721.0,debt consolidation,48856.57,8,0.35,2,1
540,low-risk,20262.0,672.0,car,53855.54,2,0.35,5,1
541,high-risk,14436.0,502.0,medical expenses,49987.45,3,0.5,3,2
542,low-risk,27751.0,721.0,home improvement,51695.97,10,0.3,5,0
543,low-risk,16009.0,705.0,home improvement,53112.1,8,0.4,3,0
544,high-risk,9668.0,662.0,home improvement,57011.67,2,0.5,4,1
545,high-risk,16428.0,561.0,home improvement,56932.24,2,0.45,5,1
546,high-risk,11080.0,577.0,debt consolidation,48560.38,10,0.5,4,1
547,high-risk,20275.0,533.0,debt consolidation,48863.65,2,0.45,5,2
548,low-risk,21752.0,749.0,medical expenses,52988.6,2,0.4,3,1
549,low-risk,23852.0,696.0,car,56841.72,10,0.4,4,1
550,high-risk,14276.0,590.0,car,55174.47,8,0.5,2,1
551,low-risk,18330.0,699.0,car,45566.67,5,0.4,4,0
552,low-risk,21286.0,765.0,home improvement,57960.46,3,0.35,2,1
553,high-risk,18126.0,630.0,debt consolidation,47105.42,10,0.5,3,2
554,low-risk,26580.0,672.0,business,57968.07,8,0.4,2,1
555,low-risk,22867.0,701.0,business,59001.23,2,0.3,5,1
556,low-risk,19830.0,710.0,home improvement,65017.29,5,0.35,4,1
557,low-risk,17329.0,668.0,business,57955.31,2,0.3,4,0
558,low-risk,18307.0,723.0,car,65959.61,5,0.4,5,0
559,low-risk,18222.0,675.0,car,64975.15,5,0.4,4,0
560,low-risk,21966.0,655.0,medical expenses,54847.48,8,0.35,3,0
561,low-risk,20771.0,702.0,home improvement,54368.54,10,0.35,4,0
562,high-risk,17443.0,623.0,medical expenses,65408.14,8,0.5,4,1
563,low-risk,18692.0,700.0,car,61488.26,10,0.4,3,1
564,high-risk,15315.0,566.0,debt consolidation,64608.58,8,0.45,4,2
565,low-risk,21055.0,681.0,home improvement,55375.41,5,0.35,4,1
566,low-risk,21706.0,734.0,medical expenses,50098.62,8,0.35,3,0
567,high-risk,15740.0,575.0,medical expenses,53191.81,3,0.45,2,1
568,low-risk,24879.0,671.0,car,55346.45,10,0.4,2,1
569,high-risk,16325.0,581.0,medical expenses,52683.79,10,0.45,4,1
570,low-risk,18842.0,673.0,car,47011.49,8,0.4,2,1
571,high-risk,13003.0,668.0,debt consolidation,54916.35,5,0.45,3,2
572,low-risk,20749.0,681.0,medical expenses,57069.28,5,0.4,3,1
573,high-risk,9735.0,670.0,car,47918.24,2,0.5,2,1
574,low-risk,19447.0,682.0,car,57436.13,8,0.4,3,1
575,high-risk,8964.0,610.0,debt consolidation,53408.96,2,0.5,4,2
576,low-risk,15907.0,724.0,medical expenses,57493.95,5,0.35,2,0
577,low-risk,17215.0,700.0,debt consolidation,63892.91,2,0.4,3,1
578,high-risk,15861.0,617.0,debt consolidation,49226.82,10,0.5,4,2
579,low-risk,20692.0,693.0,debt consolidation,45832.9,10,0.35,4,1
580,low-risk,20305.0,685.0,medical expenses,56699.15,3,0.3,4,0
581,low-risk,20919.0,727.0,business,53363.22,10,0.35,2,1
582,low-risk,20278.0,722.0,car,57802.23,3,0.3,3,0
583,low-risk,23729.0,761.0,car,51580.05,5,0.35,3,0
584,low-risk,20370.0,718.0,debt consolidation,58924.92,3,0.3,3,0
585,high-risk,11402.0,562.0,debt consolidation,51015.38,8,0.45,2,2
586,low-risk,24890.0,673.0,business,54650.68,8,0.35,3,1
587,low-risk,21111.0,729.0,home improvement,57522.9,10,0.4,4,0
588,high-risk,12587.0,564.0,car,54814.5,3,0.5,4,1
589,high-risk,15495.0,676.0,home improvement,60335.95,8,0.5,3,1
590,low-risk,21188.0,677.0,debt consolidation,61256.69,3,0.3,2,0
591,low-risk,19648.0,710.0,car,58653.81,5,0.3,3,1
592,low-risk,24722.0,668.0,car,58613.32,2,0.35,2,1
593,low-risk,18962.0,723.0,debt consolidation,55286.78,8,0.3,3,1
594,low-risk,17488.0,663.0,home improvement,49470.81,3,0.4,5,0
595,low-risk,22687.0,708.0,home improvement,61131.92,8,0.4,5,1
596,low-risk,22776.0,694.0,medical expenses,44147.08,8,0.4,3,1
597,low-risk,20506.0,703.0,medical expenses,43494.05,5,0.35,3,1
598,high-risk,12889.0,606.0,business,55226.85,8,0.5,3,1
599,high-risk,17656.0,571.0,business,52058.08,2,0.45,4,1
600,low-risk,20702.0,705.0,home improvement,55139.09,8,0.3,3,0
601,low-risk,23495.0,670.0,debt consolidation,51247.27,5,0.35,4,1
602,low-risk,21876.0,670.0,home improvement,57750.6,10,0.4,3,0
603,high-risk,14900.0,678.0,car,52651.24,5,0.5,2,2
604,low-risk,24057.0,688.0,medical expenses,54064.51,5,0.35,4,0
605,low-risk,12905.0,670.0,medical expenses,53034.96,3,0.35,3,0
606,high-risk,18968.0,649.0,home improvement,63475.92,3,0.5,3,2
607,high-risk,15393.0,541.0,car,47413.65,10,0.45,3,1
608,high-risk,10297.0,564.0,home improvement,62386.97,2,0.5,2,1
609,high-risk,15303.0,626.0,home improvement,49810.11,8,0.5,3,1
610,low-risk,19561.0,762.0,home improvement,48328.14,5,0.35,4,0
611,low-risk,23019.0,773.0,car,51751.71,10,0.3,3,0
612,high-risk,18297.0,649.0,medical expenses,52566.12,2,0.45,3,2
613,high-risk,10901.0,641.0,debt consolidation,57451.64,8,0.45,2,2
614,low-risk,18265.0,697.0,business,49085.22,3,0.35,3,0
615,low-risk,20885.0,748.0,car,51273.87,10,0.35,3,1
616,low-risk,19806.0,710.0,medical expenses,61114.05,5,0.3,5,1
617,high-risk,16918.0,561.0,home improvement,54298.47,10,0.45,2,1
618,high-risk,23541.0,514.0,debt consolidation,49595.38,8,0.45,3,1
619,low-risk,18470.0,674.0,business,61897.24,5,0.3,5,0
620,low-risk,20862.0,701.0,business,52134.97,5,0.3,3,1
621,low-risk,22831.0,706.0,car,49026.51,2,0.4,3,1
622,high-risk,19135.0,668.0,home improvement,47878.9,5,0.45,4,1
623,high-risk,13902.0,627.0,home improvement,55431.5,8,0.5,4,2
624,high-risk,15373.0,603.0,debt consolidation,59269.58,8,0.45,2,2
625,low-risk,19902.0,659.0,business,48410.9,8,0.3,2,0
626,low-risk,22491.0,704.0,car,53299.9,5,0.35,3,0
627,low-risk,17283.0,737.0,home improvement,63682.34,3,0.3,2,1
628,low-risk,14662.0,712.0,business,53793.94,10,0.35,2,0
629,high-risk,14460.0,698.0,business,57199.39,8,0.45,4,1
630,high-risk,14977.0,545.0,medical expenses,54531.42,2,0.45,5,1
631,high-risk,17831.0,531.0,debt consolidation,61322.8,2,0.45,4,2
632,high-risk,20282.0,631.0,home improvement,58873.94,5,0.5,2,2
633,low-risk,22223.0,682.0,medical expenses,57529.57,5,0.35,3,1
634,high-risk,13824.0,573.0,debt consolidation,51083.41,2,0.45,3,1
635,high-risk,12525.0,537.0,medical expenses,68156.55,5,0.5,3,1
636,high-risk,15561.0,502.0,home improvement,48583.24,2,0.5,4,2
637,low-risk,20585.0,715.0,car,56692.37,10,0.3,3,1
638,low-risk,19928.0,703.0,medical expenses,56363.81,3,0.4,2,1
639,low-risk,21532.0,711.0,medical expenses,55521.93,8,0.35,4,0
640,high-risk,7423.0,502.0,business,61558.3,10,0.45,2,2
641,low-risk,24198.0,666.0,home improvement,51010.46,5,0.4,5,1
642,low-risk,19290.0,673.0,medical expenses,56241.85,10,0.35,2,0
643,low-risk,16065.0,684.0,car,52087.3,3,0.35,5,1
644,low-risk,20564.0,693.0,medical expenses,57955.93,2,0.35,5,0
645,low-risk,17446.0,731.0,debt consolidation,53551.38,2,0.35,3,0
646,low-risk,21996.0,703.0,car,52508.93,2,0.35,3,1
647,low-risk,26629.0,715.0,car,52044.89,5,0.35,2,0
648,low-risk,17640.0,704.0,medical expenses,44615.72,3,0.4,5,1
649,high-risk,12763.0,562.0,medical expenses,54503.86,3,0.45,4,2
650,low-risk,14733.0,701.0,business,49942.17,5,0.35,4,0
651,high-risk,17257.0,660.0,home improvement,45585.96,8,0.5,3,2
652,low-risk,17343.0,723.0,business,55764.97,2,0.35,3,0
653,low-risk,18125.0,668.0,debt consolidation,48104.11,10,0.3,4,0
654,high-risk,14029.0,606.0,home improvement,63396.86,10,0.5,3,1
655,low-risk,22196.0,705.0,business,49947.44,10,0.4,5,0
656,low-risk,23022.0,711.0,business,59890.76,8,0.3,2,0
657,low-risk,20070.0,695.0,medical expenses,62240.39,5,0.4,4,0
658,high-risk,15206.0,569.0,business,57935.03,5,0.5,4,1
659,low-risk,24769.0,726.0,medical expenses,48455.85,2,0.35,3,1
660,high-risk,17854.0,614.0,car,64941.37,8,0.5,3,1
661,low-risk,13514.0,692.0,home improvement,59548.92,10,0.3,5,0
662,low-risk,21375.0,702.0,medical expenses,58916.04,5,0.4,2,1
663,low-risk,16686.0,663.0,business,50943.15,8,0.3,3,1
664,low-risk,22966.0,695.0,medical expenses,53419.35,3,0.3,3,1
665,low-risk,18857.0,698.0,car,47604.28,8,0.4,2,1
666,low-risk,21811.0,749.0,debt consolidation,48409.06,2,0.35,2,1
667,low-risk,24205.0,691.0,debt consolidation,62078.1,10,0.3,3,0
668,high-risk,17117.0,657.0,car,58669.96,5,0.5,2,2
669,low-risk,18302.0,728.0,business,51724.52,5,0.4,3,1
670,low-risk,19773.0,675.0,home improvement,54503.35,3,0.35,4,1
671,high-risk,12094.0,636.0,home improvement,-9001413.590000002,3,0.5,3,2
672,low-risk,18025.0,753.0,medical expenses,60318.35,3,0.4,3,1
673,low-risk,18216.0,699.0,debt consolidation,49894.04,2,0.35,2,0
674,high-risk,17382.0,596.0,car,51604.93,10,0.5,4,2
675,high-risk,18971.0,604.0,business,55472.55,3,0.45,5,2
676,low-risk,20458.0,724.0,car,59243.08,10,0.35,3,1
677,high-risk,16664.0,622.0,debt consolidation,49454.35,10,0.5,5,1
678,low-risk,26643.0,743.0,car,48636.98,3,0.35,3,1
679,low-risk,15957.0,740.0,car,52128.84,10,0.3,3,1
680,low-risk,19035.0,690.0,car,47161.28,5,0.4,5,0
681,high-risk,20413.0,670.0,medical expenses,55782.03,10,0.45,4,1
682,low-risk,25738.0,717.0,business,46922.71,10,0.3,2,0
683,low-risk,16025.0,701.0,home improvement,63770.19,5,0.3,5,0
684,low-risk,25951.0,658.0,business,49127.66,5,0.35,4,0
685,low-risk,22272.0,672.0,debt consolidation,47486.46,8,0.4,2,1
686,low-risk,21251.0,659.0,home improvement,61015.65,8,0.35,5,0
687,low-risk,17046.0,715.0,medical expenses,56330.93,3,0.35,5,1
688,low-risk,21713.0,664.0,home improvement,51293.99,2,0.3,3,0
689,low-risk,17830.0,706.0,home improvement,56611.38,10,0.35,3,1
690,low-risk,23800.0,755.0,home improvement,62454.07,10,0.35,3,0
691,low-risk,17087.0,743.0,car,56857.2,2,0.4,2,0
692,low-risk,19661.0,645.0,debt consolidation,59968.16,3,0.35,2,1
693,low-risk,18334.0,662.0,medical expenses,47669.06,10,0.4,2,1
694,high-risk,10580.0,625.0,debt consolidation,57241.76,8,0.45,4,1
695,low-risk,22224.0,665.0,car,53717.47,10,0.3,5,0
696,low-risk,21606.0,650.0,medical expenses,56314.38,5,0.35,3,0
697,low-risk,23627.0,700.0,car,54060.05,10,0.4,2,0
698,low-risk,14660.0,721.0,medical expenses,48466.42,10,0.4,3,0
699,low-risk,23193.0,729.0,medical expenses,56124.01,5,0.35,4,1
700,low-risk,27516.0,686.0,business,59676.53,8,0.35,3,1
701,low-risk,18645.0,692.0,car,52437.18,5,0.35,3,1
702,low-ris,25685.0,711.0,debt consolidation,61116.11,2,0.4,5,1
703,low-risk,19211.0,697.0,car,54063.4,8,0.4,4,0
704,low-risk,15883.0,724.0,car,62371.63,10,0.3,4,1
705,low-risk,19083.0,713.0,car,55028.01,5,0.35,3,1
706,low-risk,23145.0,689.0,business,57725.88,5,0.4,2,1
707,low-risk,17485.0,644.0,business,53293.9,8,0.4,4,0
708,low-risk,18199.0,745.0,business,55926.76,5,0.4,3,1
709,low-risk,21781.0,679.0,business,54582.52,2,0.4,4,0
710,low-risk,20009.0,711.0,car,49237.08,3,0.3,5,1
711,high-risk,17455.0,610.0,debt consolidation,57671.62,10,0.45,3,1
712,low-risk,20713.0,700.0,home improvement,55957.88,2,0.4,3,1
713,low-risk,21439.0,703.0,car,62598.44,5,0.35,2,1
714,high-risk,14528.0,591.0,debt consolidation,51281.54,3,0.5,3,1
715,high-risk,17810.0,560.0,home improvement,42714.92,10,0.5,3,1
716,low-risk,17218.0,681.0,home improvement,62914.9,2,0.3,3,0
717,low-risk,23865.0,725.0,business,51159.68,8,0.35,2,1
718,high-risk,14892.0,650.0,home improvement,-855578.635,10,0.5,5,1
719,high-risk,16036.0,637.0,debt consolidation,46478.61,8,0.5,4,2
720,low-risk,19299.0,724.0,business,52054.65,10,0.3,4,0
721,low-risk,20606.0,695.0,car,57110.97,5,0.4,2,1
722,low-risk,18515.0,726.0,car,50249.23,2,0.3,2,0
723,low-risk,16952.0,759.0,business,51548.76,10,0.3,3,1
724,low-risk,14766.0,705.0,business,45576.06,8,0.4,4,1
725,low-risk,16834.0,692.0,home improvement,62706.08,10,0.35,4,0
726,low-risk,19028.0,732.0,home improvement,49405.43,10,0.35,2,1
727,high-risk,15189.0,610.0,debt consolidation,48074.02,10,0.5,3,1
728,low-risk,23031.0,674.0,business,42615.09,5,0.4,3,0
729,low-risk,18663.0,686.0,car,50375.77,2,0.4,5,1
730,high-risk,17270.0,573.0,debt consolidation,60160.43,3,0.45,2,2
731,high-risk,14386.0,684.0,car,60524.89,10,0.45,5,2
732,low-risk,21440.0,671.0,car,52950.3,10,0.4,2,0
733,low-risk,24150.0,716.0,debt consolidation,47893.29,5,0.3,2,1
734,low-risk,23799.0,720.0,car,53038.14,8,0.3,2,1
735,low-risk,22130.0,690.0,business,53570.97,3,0.35,4,0
736,low-risk,21916.0,702.0,business,57898.38,3,0.4,4,0
737,low-risk,25093.0,683.0,debt consolidation,55539.81,3,0.35,5,0
738,low-risk,20996.0,667.0,car,62369.94,5,0.3,3,0
739,low-risk,21938.0,685.0,car,49706.82,3,0.3,3,1
740,low-risk,19038.0,702.0,home improvement,48440.79,8,0.35,3,1
